date,title,doi,authors,journal,short_journal,volume,year,publisher,issue,page,abstract
2020-07-25,"Predictive big data analytics for supply chain demand forecasting: methods, applications, and research opportunities",10.1186/s40537-020-00329-2,"[{'author_name': 'Seyedeh Mahya Seyedan', 'author_slug': 'seyedeh-mahya-seyedan-OjaaAj', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Fereshteh Mafakheri', 'author_slug': 'fereshteh-mafakheri-A3rYgv', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}]",Journal of Big Data,J Big Data,7,2020,Springer Science and Business Media LLC,1,,"Big data analytics (BDA) in supply chain management (SCM) is receiving a growing attention. This is due to the fact that BDA has a wide range of applications in SCM, including customer behavior analysis, trend analysis, and demand prediction. In this survey, we investigate the predictive BDA applications in supply chain demand forecasting to propose a classification of these applications, identify the gaps, and provide insights for future research. We classify these algorithms and their applications in supply chain management into time-series forecasting, clustering, K-nearest-neighbors, neural networks, regression analysis, support vector machines, and support vector regression. This survey also points to the fact that the literature is particularly lacking on the applications of BDA for demand forecasting in the case of closed-loop supply chains (CLSCs) and accordingly highlights avenues for future research."
2023-08-23,Agroforestry Biomass Recovery Supply Chain Management: A More Efficient Information Flow Model Based on a Web Platform,10.3390/logistics7030056,"[{'author_name': 'Tiago Bastos', 'author_slug': 'Tiago Bastos', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,7,2023,MDPI AG,3,56,"Background: With the increasing societal focus on sustainability and the critical need for innovative energy solutions, this research emphasizes the undervalued biomass originating from waste products of agroforestry activities. The traditional practice of disposing of these waste products through open-air burning has led to environmental challenges and a tragic loss of their inherent energy potential. Methods: This study adopts a multifaceted approach, integrating literature reviews, expert interviews from both the academic and professional sectors, and surveys. The central focus is on understanding supply chain inefficiencies and communication gaps that contribute to waste and addressing them through the Lean philosophy, renowned for its waste reduction benefits. Results: Our research culminated in the development of a unique information management model based on a web application. Additionally, the study provides a theoretical groundwork for an application that backs the proposed model. Conclusions: The presented strategy and web-based model offer promising avenues for managing waste products from agroforestry activities more sustainably and efficiently. This approach not only addresses the environmental issues arising from waste disposal but also taps into the significant energy potential these waste products hold."
2024-01-04,Global Supply Chains Made Visible through Logistics Security Management,10.3390/logistics8010006,"[{'author_name': 'Pablo Emilio Mora Lozano', 'author_slug': 'Pablo Emilio Mora Lozano', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,8,2024,MDPI AG,1,6,"Background: For several years, two of the major concerns of logistics managers are (i) the visibility of global supply chains and (ii) the uncertainty in deciding which existing logistics security program is the most appropriate according to the security levels for their organization. This last decision is needed to ensure traceability and visibility of the supply chain. The purpose of this paper is to present an analysis of the main public and private supply chain security management programs in Latin America and the Caribbean. Methods: A qualitative and quantitative research methodology based on thematic content analysis is followed. The four main existing security programs in Latin America and the Caribbean are systematically compared and a common general framework is developed. Results: The analysis shows a high degree of similarity between the levels of security contained in the selected programs. Conclusions: We found that there is little guidance available for companies interested in managing security risks in their supply chains through these logistics’ security programs. This article contributes to the literature on logistics security programs that is currently gaining momentum in managing security risks in global supply chains and provides academic insights into the choice and/or complementarity of one or more logistics security programs."
2022-02-18,Business alignment in the procurement domain: a study of antecedents and determinants of supply chain performance,10.12821/ijispm020103,"[{'author_name': 'Patrick Mikalef', 'author_slug': 'patrick-mikalef-MVvx8p', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Adamantia G. Pateli', 'author_slug': 'adamantia-g-pateli-68G6jE', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Ronald Batenburg', 'author_slug': 'ronald-batenburg-RV4rr4', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Rogier van de Wetering', 'author_slug': 'rogier-van-de-wetering-zb1Dy8', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",International Journal of Information Systems and Project Management,IJISPM,2,2022,University of Minho,1,43-59,"With organizations now placing an increasing amount on attention on the management of their supply chain activities, the role of Information Technology (IT) in supporting these operations has been put in the spotlight. In spite of extensive research examining how IT can be employed in various activities of supply chain management, the majority of studies are limited in identifying enablers and inhibitors of adoption. Empirical studies examining post-adoption conditions that facilitate performance improvement still remain scarce. In this study we focus on procurement as part of the supply chain management activities. We apply the business-IT alignment perspective to the domain of procurement, and examine how certain organizational factors impact the attainment of this state. Additionally, we research the effect that procurement alignment has on supply chain management performance. In order to do so, we apply Partial Least Squares (PLS) analysis on a sample of 172 European companies. We find that firms that opt for a centralized governance structure, as well as larger firms, are more likely to attain a state of procurement alignment. Furthermore, our results empirically support the statement that procurement alignment is positively correlated with operational efficiency and competitive performance of the supply chain."
2022-07-12,Adoption and Influence of Robotic Process Automation in Beef Supply Chains,10.3390/logistics6030048,"[{'author_name': 'Khushboo E-Fatima', 'author_slug': 'khushboo-e-fatima-v9vYa4', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Rasoul Khandan', 'author_slug': 'rasoul-khandan-zbRZWb', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Amin Hosseinian-Far', 'author_slug': 'amin-hosseinian-far-zRMPPb', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Dilshad Sarwar', 'author_slug': 'dilshad-sarwar-6ML4g', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Hareer Fatima Ahmed', 'author_slug': 'hareer-fatima-ahmed-Mz8zmY', 'author_sequence_number': '5', 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,6,2022,MDPI AG,3,48,"This paper aims to critically examine the potential barriers to the implementation and adoption of Robotic Process Automation (RPA) in the beef supply chain. The beef supply chain has been challenging due to its complex processes, activities, and management. The beef industry has relied heavily on the human workforce in the past; however, RPA adoption allows automating tasks that are repetitive and strenuous in nature to enhance beef quality, safety and security. There are considerable potential barriers to RPA adoption as organisations have not focused on trying to eliminate them due to various reasons. Previous studies lack knowledge related to potential barriers to RPA adoption, so this creates a research gap and requires attention. Statistical data and information are extracted using secondary data relevant to RPA adoption in the beef supply chain. A business process model is formed which uses values or variables using existing statistical data and information. Simulation of the process model is carried out using Simul8 software and analyses of different scenarios help in choosing the best approach for RPA adoption. Results have identified the potential barriers in RPA adoption through the simulation process thus ensuring RPA performs with more potential. Analysis of ‘what-if’ scenarios allows organizational and employee-level improvements along with enhancing RPA’s accuracy. The process model is a generic model for use in real-life scenarios and can be modified by organisations according to their own business needs and requirements. The study contributes in theoretical and practical aspects as it allows decision-makers and managers to adopt RPA in a robust manner and adds to scientific knowledge by identification of potential barriers to RPA adoption."
2023-08-23,Agroforestry Biomass Recovery Supply Chain Management: A More Efficient Information Flow Model Based on a Web Platform,10.3390/logistics7030056,"[{'author_name': 'Tiago Bastos', 'author_slug': 'Tiago Bastos', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,7,2023,MDPI AG,3,56,"Background: With the increasing societal focus on sustainability and the critical need for innovative energy solutions, this research emphasizes the undervalued biomass originating from waste products of agroforestry activities. The traditional practice of disposing of these waste products through open-air burning has led to environmental challenges and a tragic loss of their inherent energy potential. Methods: This study adopts a multifaceted approach, integrating literature reviews, expert interviews from both the academic and professional sectors, and surveys. The central focus is on understanding supply chain inefficiencies and communication gaps that contribute to waste and addressing them through the Lean philosophy, renowned for its waste reduction benefits. Results: Our research culminated in the development of a unique information management model based on a web application. Additionally, the study provides a theoretical groundwork for an application that backs the proposed model. Conclusions: The presented strategy and web-based model offer promising avenues for managing waste products from agroforestry activities more sustainably and efficiently. This approach not only addresses the environmental issues arising from waste disposal but also taps into the significant energy potential these waste products hold."
2024-02-26,Critical Factors Affecting Trust in the Wine Supply Chain in Greece: A Grey DEMATEL Approach,10.3390/logistics8010024,"[{'author_name': 'Eleni-Efthymia Psychogiou', 'author_slug': 'Eleni-Efthymia Psychogiou', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,8,2024,MDPI AG,1,24,"Background: Although trust is a well-studied topic in supply chain management, the case of the wine supply chain has not been adequately investigated. Methods: A hybrid approach combining qualitative and quantitative data analysis was adopted. The research was divided into two phases: (i) identification of critical factors based on the literature, and (ii) analysis of eight experts’ insights on those factors by employing the grey DEMATEL approach. Results: Fourteen factors that affect trust in the wine supply chain were identified based on the academic literature. From the analysis of the experts’ views, with the use of the grey DEMATEL approach, the factors were classified into two groups. The first group (nine factors) concerns the factors that affect the rest and the second group (five factors) concerns those which are affected by the former factors. Conclusions: The study of trust in the supply chain can be further improved by monitoring the trends in the sector and by engaging a wider audience of stakeholders. This approach can be applied to various regions in order to examine whether the situation is different from country to country. Stakeholders will have the necessary information to support their decisions and prioritize their objectives, aiming at improving the whole supply chain."
2020-09-23,"Responding to COVID-19 Supply Chain Risks—Insights from Supply Chain Change Management, Total Cost of Ownership and Supplier Segmentation Theory",10.3390/logistics4040023,"[{'author_name': 'Remko van Hoek', 'author_slug': 'remko-van-hoek-MVLzkk', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,4,2020,MDPI AG,4,23,"The COVID-19 pandemic is causing risks and disruptions in most supply chains. As supply chain managers are responding to these risks, several theories may inform those efforts. In this paper, we explore across seven companies in different industries, supply chain positions and countries, how lessons from total costs of ownership, supplier segmentation and supply chain change management theory may apply to efforts to respond to COVID-19 supply chain risks and disruptions. The findings indicate that the pandemic forces companies to consider total costs more holistically, beyond the purchase price, and that collaboration with suppliers and developing new sources of supply is of growing importance to reduce risk in the supply chain. However, the change involved in responding to risks will take time, and for many companies, the hardest work is still ahead. Our findings also paint a more nuanced and complex picture than offered in the popular press; the focus on nearshoring does not necessarily mean leaving China and the switch in total costs of ownership may only be partial and temporal. Limitations of the theories considered are identified and resulting suggestions for managers and further research are developed."
2023-09-18,Measuring Supply Chain Performance as SCOR v13.0-Based in Disruptive Technology Era: Scale Development and Validation,10.3390/logistics7030065,"[{'author_name': 'Özden Özkanlısoy', 'author_slug': 'Özden Özkanlısoy', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,7,2023,MDPI AG,3,65,"Background: Supply chain performance measurement is an integral part of supply chain management today, as it makes many critical contributions to supply chains, especially for companies and supply chains to identify potential problems and improvement fields, evaluate the efficiency of processes, and enhance the health and success of supply chains. The purpose of this study is to contribute to future research and practical applications by presenting a more standard, comprehensive, and up-to-date measurement scale developed based on the SCOR model version 13.0 performance measures in the disruptive technology era. Methods: The study was performed in seven stages and the sample size consists of 227 companies for pilot data and 452 companies for the main data. The stages comprise item generation and purification, exploratory factor analysis for the pilot study and main study, confirmatory factor analysis for the main study, convergent, discriminant, and nomological validity appraisal, and investigation of bias effect. Results: The scale was developed and validated as a five-factor and thirty-one item structure. Conclusions: Some key trends and indicators must be followed today to perceive the landscape of future supply chains. This measurement scale closely follows the future supply chains. Additionally, the findings have been confirmed by the contributions of disruptive technologies and the conceptual structure of supply chain management."
2022-09-16,Knowledge Sharing in the Supply Chain Networks: A Perspective of Supply Chain Complexity Drivers,10.3390/logistics6030066,"[{'author_name': 'Hareer Fatima Ahmed', 'author_slug': 'hareer-fatima-ahmed-Mz8zmY', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Amin Hosseinian-Far', 'author_slug': 'amin-hosseinian-far-zRMPPb', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Rasoul Khandan', 'author_slug': 'rasoul-khandan-zbRZWb', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Dilshad Sarwar', 'author_slug': 'dilshad-sarwar-6ML4g', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Khushboo E-Fatima', 'author_slug': 'khushboo-e-fatima-v9vYa4', 'author_sequence_number': '5', 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,6,2022,MDPI AG,3,66,"Background: Knowledge transfer has been an important aspect in supply chain systems; however, there are many factors that affect the impact of transfer effectiveness. In previous studies, less attention has been given to the process of knowledge transfer and therefore, this paper highlights the significance of the process of knowledge transfer in supply chain processes. Enhanced supply chain networks have better performance when knowledge sharing is present, and it is important to identify and eliminate any supply chain complexity to improve the supply chain processes. Methods: A systematic review on the literature has been conducted to critically identify and evaluate the factors of supply chain complexity which impact knowledge transfer. Findings: The findings highlight the key benefits of effective knowledge transfer in supply chain systems by identifying risks associated with supply chain networks. Conclusion: The balanced power of facilitating knowledge transfer in supply chain processes helps in supply chain partnerships and reduces the supply chain complexity. This paper has both theoretical and practical contributions as it adds to the literature by identifying the factors of supply chain complexity drivers which are impacting the knowledge transfer."
2024-01-04,Global Supply Chains Made Visible through Logistics Security Management,10.3390/logistics8010006,"[{'author_name': 'Pablo Emilio Mora Lozano', 'author_slug': 'Pablo Emilio Mora Lozano', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,8,2024,MDPI AG,1,6,"Background: For several years, two of the major concerns of logistics managers are (i) the visibility of global supply chains and (ii) the uncertainty in deciding which existing logistics security program is the most appropriate according to the security levels for their organization. This last decision is needed to ensure traceability and visibility of the supply chain. The purpose of this paper is to present an analysis of the main public and private supply chain security management programs in Latin America and the Caribbean. Methods: A qualitative and quantitative research methodology based on thematic content analysis is followed. The four main existing security programs in Latin America and the Caribbean are systematically compared and a common general framework is developed. Results: The analysis shows a high degree of similarity between the levels of security contained in the selected programs. Conclusions: We found that there is little guidance available for companies interested in managing security risks in their supply chains through these logistics’ security programs. This article contributes to the literature on logistics security programs that is currently gaining momentum in managing security risks in global supply chains and provides academic insights into the choice and/or complementarity of one or more logistics security programs."
2024-03-05,Exploring the Challenges of Industry 4.0 Adoption in the FMCG Sector: Implications for Resilient Supply Chain in Emerging Economy,10.3390/logistics8010027,"[{'author_name': 'Md Shihab Shakur', 'author_slug': 'Md Shihab Shakur', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,8,2024,MDPI AG,1,27,"Background: Fast-moving consumer goods (FMCG) supply chains are experiencing various challenges due to the interactions between consumers and decision-makers during physical distribution, manufacturing, wholesale and retail. One possible strategy to address these challenges for smoothing the supply chain (SC) and logistics operations is to adopt Industry 4.0 (I4.0) based technologies in the FMCG business processes. In this regard, digitalization and automation of the FMCG supply chain can be strengthened by the alluring properties of I4.0 technologies. Methods: This study identified nine significant challenges through a literature review and expert validation. Later, the challenges were evaluated using a novel multicriteria decision-making (MCDM) framework, the Bayesian best worst method (BWM). Results: The findings indicated that “requirement for substantial investment and resources”, “incompatible technological infrastructure” and “poorly structured value chain” are the most significant challenges to implementing I4.0 in the FMCG industry. Conclusions: The study is expected to significantly contribute to improving the FMCG supply chain’s resilience, sustainability, visibility, traceability and responsiveness. Additionally, the research can provide industrial practitioners valuable insights into implementing I4.0 in FMCG and similar sectors and thus promote SC sustainability and resilience in those industries."
2021-12-06,"Digital Supply Chain Twins—Conceptual Clarification, Use Cases and Benefits",10.3390/logistics5040086,"[{'author_name': 'Benno Gerlach', 'author_slug': 'benno-gerlach-YXkWgr', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Simon Zarnitz', 'author_slug': 'simon-zarnitz-XgyG5l', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Benjamin Nitsche', 'author_slug': 'benjamin-nitsche-vRWQZ', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Frank Sträube', 'author_slug': 'frank-straube-1gKabe', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,5,2021,MDPI AG,4,86,"Background: Digital supply chain twins (DSCT) are gaining increased attention in academia and practice as they emerge as one of the most important trends in logistics and supply chain management (LSCM). Still, there seems to be no common understanding of the term in scientific literature. Moreover, the broad field of LSCM allows for a multitude of feasible application areas and use cases, yet there exists no conclusive list of them as to date. Methods: This study builds upon a systematic literature review of 66 DSCT articles to identify application areas of DSCT in LSCM as well as specific use cases and their respective intended benefits. Results: To start with, the study derives a unified definition of DSCTs, including possible scopes of applications. Afterwards, five application areas of DSCT in LSCM are synthesized as well as 14 individual use cases and their respective intended benefits. Conclusions: The study leads towards a conceptual clarification of DSCT that is of importance for research and practice alike. For managers it additionally provides up-to-date use cases to guide DSCT applications in practice."
2024-02-26,Critical Factors Affecting Trust in the Wine Supply Chain in Greece: A Grey DEMATEL Approach,10.3390/logistics8010024,"[{'author_name': 'Eleni-Efthymia Psychogiou', 'author_slug': 'Eleni-Efthymia Psychogiou', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,8,2024,MDPI AG,1,24,"Background: Although trust is a well-studied topic in supply chain management, the case of the wine supply chain has not been adequately investigated. Methods: A hybrid approach combining qualitative and quantitative data analysis was adopted. The research was divided into two phases: (i) identification of critical factors based on the literature, and (ii) analysis of eight experts’ insights on those factors by employing the grey DEMATEL approach. Results: Fourteen factors that affect trust in the wine supply chain were identified based on the academic literature. From the analysis of the experts’ views, with the use of the grey DEMATEL approach, the factors were classified into two groups. The first group (nine factors) concerns the factors that affect the rest and the second group (five factors) concerns those which are affected by the former factors. Conclusions: The study of trust in the supply chain can be further improved by monitoring the trends in the sector and by engaging a wider audience of stakeholders. This approach can be applied to various regions in order to examine whether the situation is different from country to country. Stakeholders will have the necessary information to support their decisions and prioritize their objectives, aiming at improving the whole supply chain."
2024-05-13,Closing the Gap: A Comprehensive Review of the Literature on Closed-Loop Supply Chains,10.3390/logistics8020054,"[{'author_name': 'Melissa Zengin', 'author_slug': 'Melissa Zengin', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,8,2024,MDPI AG,2,54,"Background: Sustainable closed-loop supply chains have emerged as viable answers to supply chain problems. They can handle environmental damages (e.g., waste) and related social impacts. Closed-loop supply chains (CLSCs) are forward and reverse supply chain networks that have gained popularity in recent years. Recovery options such as reusing, remanufacturing and recycling can be considered in CLSCs. Methods: This paper provides a comprehensive evaluation of CLSC journal papers published between 2020 and the present. This study examines and synthesizes 54 papers from major publications in this area, covering a wide range of themes and approaches. This paper aims to respond to the following key questions: (i) What are the current trends and challenges in CLSC research, and how have they evolved since previous literature review papers? (ii) What key variables and objectives have been studied in recent CLSC research, and how have they been operationalized? (iii) What are the gaps and limitations in current CLSC research? To our knowledge, other literature review papers in this field have covered older papers, and recent papers have been ignored in them. Another research contribution of this paper is the taxonomy of it. Results: This review article highlights some developing themes and research gaps in the CLSC literature and makes recommendations for further study. Conclusions: This paper provides a comprehensive review of papers on closed-loop supply chain networks."
2020-09-01,What Drives Risk Perception? A Global Survey with Financial Professionals and Laypeople,10.1287/mnsc.2019.3526,"[{'author_name': 'Felix Holzmeister', 'author_slug': 'felix-holzmeister-68mD1E', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Jürgen Huber', 'author_slug': 'jurgen-huber-PQgmvR', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Michael Kirchler', 'author_slug': 'michael-kirchler-ZGrgvd', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Florian Lindner', 'author_slug': 'florian-lindner-mvA5pz', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Utz Weitzel', 'author_slug': 'utz-weitzel-W835yO', 'author_sequence_number': '5', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Stefan Zeisberger', 'author_slug': 'stefan-zeisberger-mOMlEy', 'author_sequence_number': '6', 'affiliation': None, 'affiliation_slug': None}]",Management Science,Management Science,66,2020,Institute for Operations Research and the Management Sciences (INFORMS),9,3977-4002,"Risk is an integral part of many economic decisions, and is vitally important in finance. Despite extensive research on decision-making under risk, little is known about how risks are actually perceived by financial professionals, the key players in global financial markets. In a large-scale survey experiment with 2,213 finance professionals and 4,559 lay people in nine countries representing ∼50% of the world's population and more than 60% of the world's gross domestic product, we expose participants to return distributions with equal expected return and we systematically vary the distributions' next three higher moments. Of these, skewness is the only moment that systematically affects financial professionals' perception of financial risk. Strikingly, variance does not influence risk perception, even though return volatility is the most common risk measure in finance in both academia and the industry. When testing other, compound risk measures, the probability to experience losses is the strongest predictor of what is perceived as being risky. Analyzing professionals' propensity to invest, skewness and loss probability have strong predictive power too. However, volatility and kurtosis also have some additional effect on participants' willingness to invest. Our results are very similar for lay people, and they are robust across and within countries with different cultural backgrounds as well as for different job fields of professionals."
2021-01-20,Risk of Injury in Moral Dilemmas With Autonomous Vehicles,10.3389/frobt.2020.572529,"[{'author_name': 'Celso M. de Melo', 'author_slug': 'celso-m-de-melo-3nEYld', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Stacy Marsella', 'author_slug': 'stacy-marsella-ejYWNY', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Jonathan Gratch', 'author_slug': 'jonathan-gratch-K6eVe1', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Robotics and Ai,Front. Robot. AI,7,2021,Frontiers Media SA,,,"As autonomous machines, such as automated vehicles (AVs) and robots, become pervasive in society, they will inevitably face moral dilemmas where they must make decisions that risk injuring humans. However, prior research has framed these dilemmas in starkly simple terms, i.e., framing decisions as life and death and neglecting the influence of risk of injury to the involved parties on the outcome. Here, we focus on this gap and present experimental work that systematically studies the effect of risk of injury on the decisions people make in these dilemmas. In four experiments, participants were asked to program their AVs to either save five pedestrians, which we refer to as the utilitarian choice, or save the driver, which we refer to as the nonutilitarian choice. The results indicate that most participants made the utilitarian choice but that this choice was moderated in important ways by perceived risk to the driver and risk to the pedestrians. As a second contribution, we demonstrate the value of formulating AV moral dilemmas in a game-theoretic framework that considers the possible influence of others’ behavior. In the fourth experiment, we show that participants were more (less) likely to make the utilitarian choice, the more utilitarian (nonutilitarian) other drivers behaved; furthermore, unlike the game-theoretic prediction that decision-makers inevitably converge to nonutilitarianism, we found significant evidence of utilitarianism. We discuss theoretical implications for our understanding of human decision-making in moral dilemmas and practical guidelines for the design of autonomous machines that solve these dilemmas while, at the same time, being likely to be adopted in practice."
2021-11-02,What Makes Artificial Intelligence Exceptional in Health Technology Assessment?,10.3389/frai.2021.736697,"[{'author_name': 'Jean-Christophe Bélisle-Pipon', 'author_slug': 'jean-christophe-belisle-pipon-g1Ql6Q', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Vincent Couture', 'author_slug': 'vincent-couture-JWE5dD', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Marie-Christine Roy', 'author_slug': 'marie-christine-roy-1gKa9X', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Isabelle Ganache', 'author_slug': 'isabelle-ganache-Q6mbKQ', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Mireille Goetghebeur', 'author_slug': 'mireille-goetghebeur-EWbrwb', 'author_sequence_number': '5', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'I. Glenn Cohen', 'author_slug': 'i-glenn-cohen-dvlQbb', 'author_sequence_number': '6', 'affiliation': None, 'affiliation_slug': None}]",Frontiers in Artificial Intelligence,Front. Artif. Intell.,4,2021,Frontiers Media SA,,,"The application of artificial intelligence (AI) may revolutionize the healthcare system, leading to enhance efficiency by automatizing routine tasks and decreasing health-related costs, broadening access to healthcare delivery, targeting more precisely patient needs, and assisting clinicians in their decision-making. For these benefits to materialize, governments and health authorities must regulate AI, and conduct appropriate health technology assessment (HTA). Many authors have highlighted that AI health technologies (AIHT) challenge traditional evaluation and regulatory processes. To inform and support HTA organizations and regulators in adapting their processes to AIHTs, we conducted a systematic review of the literature on the challenges posed by AIHTs in HTA and health regulation. Our research question was: What makes artificial intelligence exceptional in HTA? The current body of literature appears to portray AIHTs as being exceptional to HTA. This exceptionalism is expressed along 5 dimensions: 1) AIHT’s distinctive features; 2) their systemic impacts on health care and the health sector; 3) the increased expectations towards AI in health; 4) the new ethical, social and legal challenges that arise from deploying AI in the health sector; and 5) the new evaluative constraints that AI poses to HTA. Thus, AIHTs are perceived as exceptional because of their technological characteristics and potential impacts on society at large. As AI implementation by governments and health organizations carries risks of generating new, and amplifying existing, challenges, there are strong arguments for taking into consideration the exceptional aspects of AIHTs, especially as their impacts on the healthcare system will be far greater than that of drugs and medical devices. As AIHTs begin to be increasingly introduced into the health care sector, there is a window of opportunity for HTA agencies and scholars to consider AIHTs’ exceptionalism and to work towards only deploying clinically, economically, socially acceptable AIHTs in the health care system."
2021-06-01,Dueling emergencies: Flood evacuation ridesharing during the COVID-19 pandemic,10.1016/j.trip.2021.100352,"[{'author_name': 'Elisa Borowski', 'author_slug': 'elisa-borowski-PDGmyR', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Victor Limontitla Cedillo', 'author_slug': 'victor-limontitla-cedillo-5K5RGZ', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Amanda Stathopoulos', 'author_slug': 'amanda-stathopoulos-G3bKVJ', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Transportation Research Interdisciplinary Perspectives,Transportation Research Interdisciplinary Perspectives,10,2021,Elsevier BV,,100352,"Volunteered sharing of resources is often observed in response to disaster events. During evacuations the sharing of resources and vehicles is a crucial mechanism for expanding critical capacity and enabling inclusive disaster response. This paper examines the complexity of rideshare decision-making in the wake of simultaneous emergencies. Specifically, the need for physical distancing measures during the coronavirus (COVID-19) pandemic complicates face-to-face resource sharing between strangers. The ability of on-demand ridesharing to provide emergency transportation to individuals without access to alternatives calls for an understanding of how evacuees weigh risks of contagion against benefits of spontaneous resource sharing. In this research, we examine both sociodemographic and situational factors that contribute to a willingness to share flood evacuation rides with strangers during the COVID-19 pandemic. We hypothesize that the willingness to share is significantly correlated with traditional emergency resource sharing motivations and current COVID-19 risk factors. To test these hypotheses, we distributed an online survey during the pandemic surge in July 2020 to 600 individuals in three midwestern and three southern states in the United States with high risk of flooding. We estimate a random parameter multinomial logit model to determine the willingness to share a ride as a driver or passenger. Our findings show that willingness to share evacuation rides is associated with individual sociodemographics (such as being female, under 36 years old, Black, or republican-identifying) and the social environment (such as households with children, social network proximity, and neighborly sharing attitudes). Moreover, our findings suggest higher levels of income, COVID-19 threat perception, evacuation fear, and household preparedness all correspond with a lower willingness to share rides. We discuss the broader implications of emergency on-demand mobility during concurrent disasters to formulate strategies for transportation agencies and on-demand ridehailing providers."
